chroma_cens_mean,chroma_cens_std,chroma_cens_var,mel_mean,mel_std,mel_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,rolloff_mean,rolloff_std,rolloff_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,mfccs_mean_0,mfccs_std_0,mfccs_mean_1,mfccs_std_1,mfccs_mean_2,mfccs_std_2,mfccs_mean_3,mfccs_std_3,mfccs_mean_4,mfccs_std_4,mfccs_mean_5,mfccs_std_5,mfccs_mean_6,mfccs_std_6,mfccs_mean_7,mfccs_std_7,mfccs_mean_8,mfccs_std_8,mfccs_mean_9,mfccs_std_9,mfccs_mean_10,mfccs_std_10,mfccs_mean_11,mfccs_std_11,mfccs_mean_12,mfccs_std_12,chroma_mean_0,chroma_std_0,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,label,label_binary
0.27503633,0.087683275,0.007688357,6.414967,34.70345,1204.3293,7.5079365,47.327076,2239.8523,0.23237742,4.7304173,22.376848,1265.2098655652715,261.5933419050093,68431.0765290311,1677.7965324299391,220.61325956139075,48670.21029430156,2942.1502976190477,583.9634227337644,341013.27909093327,0.0612366691468254,0.026046336152556627,0.0006784116269719783,0.00014849231,0.08138879,0.0066241343,0.00041772868,0.09045905,0.0081828395,-96.92848,82.57497,105.922905,20.247381,6.285127,6.9862266,32.7006,6.91549,4.692826,9.377594,12.93344,8.359208,7.00184,7.417859,3.5964196,6.531085,5.1039705,3.6400292,12.85952,4.4465885,2.5065725,3.3981857,0.24596496,5.9649935,0.6824817,4.1127896,0.6907398,0.22785741,0.77518576,0.20178993,0.7214603,0.2108649,0.67562526,0.2166462,0.662673,0.23901452,0.58381164,0.23943813,0.5734097,0.234308,0.6158593,0.22707461,0.61773,0.21717821,0.569779,0.20541532,0.5571555,0.22138907,0.5853589,0.22658853,COPD,1
0.26478705,0.11498323,0.013221143,4.420677,28.008057,784.45123,-0.3434543,74.01729,5478.5586,-0.3311467,5.0359435,25.36073,1116.801048847606,484.68479532298204,234919.350817281,1482.7500665562823,603.2990227905644,363969.71090005,2615.8234126984125,1130.14536156256,1277228.5382613698,0.05301726810515873,0.029177296133700913,0.0008513146096736782,0.000508108,0.062473312,0.0039029147,0.0010190816,0.081774846,0.006687125,-173.9757,171.62032,90.94959,38.719906,5.921509,6.575599,28.167671,12.187388,4.2092886,8.592116,11.605677,9.2594185,6.010448,7.7158146,3.2154858,6.3107247,4.802137,3.622033,10.692718,5.871711,2.2695582,3.4590955,0.29759228,5.5850487,1.3690922,4.1662474,0.5681979,0.31199908,0.6429277,0.30852526,0.64376795,0.31889865,0.5727426,0.29464012,0.55712324,0.30545875,0.51887715,0.29433203,0.50627357,0.29377595,0.55417234,0.30689225,0.5523246,0.29892546,0.49768934,0.28549868,0.468598,0.27978635,0.5234195,0.30208457,COPD,1
0.2598213,0.12580235,0.015826233,3.3542144,71.61894,5129.2725,0.28874174,110.259895,12157.244,0.24006,2.41088,5.812343,263.9865647496753,192.36027633033652,37002.475909883426,809.4860440906474,252.45966912747386,63735.884535953584,275.7316468253968,510.57329831095876,260685.0929481313,0.009928385416666666,0.016960362846855034,0.00028765390789698054,0.0001714564,0.09136884,0.008348265,0.0013321594,0.049515728,0.0024518073,-362.51282,42.315792,123.45599,25.652744,66.37365,15.182981,33.716755,7.805976,28.816082,7.8906126,29.237144,6.970191,22.229519,5.654928,14.931229,4.434507,12.11169,4.4079137,10.741464,4.063176,8.345998,3.9373467,7.657664,3.5352058,8.649269,3.4730139,0.6945929,0.2264826,0.7200092,0.20850456,0.7376915,0.20831318,0.73720574,0.24363244,0.6821017,0.22342815,0.672635,0.20832847,0.653998,0.23207451,0.62744457,0.23618636,0.61535126,0.22626527,0.6237111,0.2482469,0.62504756,0.23333585,0.67588365,0.24553062,COPD,1
0.27055386,0.100667484,0.010133942,4.09307,38.1547,1455.7811,1.6845018,109.94849,12088.67,-0.054149054,3.4348564,11.798239,303.7180627325627,247.17862301765598,61097.271676904486,872.8834218400028,308.8742935950149,95403.32924381943,372.0238095238095,694.2973022969032,482048.7439767574,0.00813414558531746,0.003746098248766608,1.4033252089412246e-05,-0.00024166635,0.08618525,0.0074278973,-0.001020573,0.060953695,0.003715353,-353.9437,60.117718,140.61563,27.162836,55.552715,12.880052,35.591095,7.2660933,27.918118,7.1398935,31.530506,7.579777,21.881907,5.965144,15.958521,4.5736556,11.10224,5.2114515,11.847058,5.3328424,8.30376,3.2951033,8.928579,3.254086,6.6120796,3.4838102,0.65105164,0.22836167,0.6557719,0.21718626,0.64407635,0.22679856,0.6334174,0.2510814,0.6167653,0.22271739,0.66638565,0.24034107,0.6700446,0.24663536,0.62965596,0.24550073,0.6112202,0.25441173,0.6280221,0.28015104,0.614739,0.24374378,0.64950037,0.2463791,COPD,1
0.27194282,0.09685261,0.009380427,6.1916,78.70805,6194.9575,-1.5068824,126.72569,16059.401,0.23383522,2.7414715,7.5156655,138.47610971734002,181.3591178712,32891.12963501982,527.9555432783989,259.0832128899477,67124.11120137795,179.56349206349208,467.34348354143,218409.93160863884,0.006289527529761905,0.016106070165285813,0.00025940549616910975,-0.0008349909,0.15482925,0.023972098,0.00062847853,0.05209048,0.002713418,-422.85672,39.78493,115.52064,27.104471,86.08356,20.041847,56.798054,11.467541,34.186546,9.890961,21.412523,9.553784,16.207773,7.6891494,15.1471815,5.330211,15.116869,4.107146,13.955426,3.7090142,11.569421,3.1608648,9.241283,3.0825586,8.027976,2.9649642,0.7260208,0.20360318,0.6877644,0.20228414,0.6627156,0.20794234,0.6536623,0.21531235,0.65083396,0.18504998,0.6941609,0.18137331,0.7779024,0.20457038,0.79829854,0.18121152,0.8034234,0.16815466,0.80269116,0.1874586,0.78229433,0.18831754,0.774877,0.21130551,COPD,1
0.26694447,0.10988169,0.012073986,7.350707,98.92997,9787.14,-0.089375146,117.79188,13874.926,-0.06444699,3.5116098,12.331404,196.24806724046144,273.37130293127393,74731.86926634233,623.6830629347393,410.38094642112617,168412.52118549924,309.02777777777777,715.9757343685507,512621.2522045855,0.004627046130952381,0.0038818148725277544,1.5068486704577665e-05,-0.0013684662,0.16744323,0.028037235,-0.00094946835,0.05246186,0.0027522466,-390.8968,53.4747,105.64109,22.335424,77.741936,21.52826,54.51919,12.519076,35.160873,10.011795,23.385813,9.414046,17.96487,7.394621,16.406595,4.72696,15.607118,3.519823,14.037867,3.5004933,11.666297,2.9571228,9.42024,2.6526966,8.183053,2.2765467,0.6779596,0.22023623,0.6681457,0.21163104,0.67021334,0.225119,0.68025136,0.2419263,0.6844833,0.2195135,0.714398,0.20125073,0.7745915,0.22291821,0.76056594,0.1973469,0.73418754,0.19380559,0.72527516,0.22314186,0.71440995,0.22024128,0.7173428,0.24859762,COPD,1
0.26924485,0.10411796,0.01084055,3.9840908,36.484184,1331.0958,2.0384495,107.120224,11474.742,0.22567935,2.0240805,4.096902,307.4092791904189,158.96605389001692,25270.206289363767,941.863957550219,234.0659204730896,54786.8551269147,256.2003968253968,390.75310084601387,152687.9858207751,0.010563926091269842,0.01781067360805723,0.00031722009437274633,-0.00055845844,0.07621924,0.0058093723,0.00097618427,0.07503646,0.00563047,-352.39154,29.440947,124.395966,21.003855,50.392376,11.3914795,40.30701,10.410702,31.05885,9.428068,30.782175,7.3192725,21.551943,5.66916,21.46468,5.045708,15.687479,4.5376577,14.197851,4.5547886,9.3147335,4.4075785,11.195112,3.91722,8.543216,3.882735,0.5893842,0.26450676,0.59429777,0.25513348,0.5943592,0.25450367,0.6215653,0.23488027,0.64743257,0.21571206,0.70891076,0.24740824,0.73009235,0.22309172,0.7296601,0.2256716,0.69974244,0.23064919,0.6652816,0.2362079,0.6338131,0.24499233,0.61743855,0.26186973,COPD,1
0.262303,0.120542444,0.014530482,4.9857163,43.850033,1922.8253,0.09731106,105.71638,11175.953,-0.33848163,2.8551579,8.151926,316.8986559643847,209.96485785240458,44085.241532980464,912.6122729046854,385.33021897913744,148479.37765851,334.7594246031746,528.5844984983894,279401.57205279387,0.008684430803571428,0.004123338552295905,1.700192081684969e-05,0.00067318545,0.08710158,0.0075866845,0.00043340647,0.0794924,0.006319041,-344.2289,71.20939,113.474594,37.99039,45.11712,17.108805,36.584118,14.09073,28.73926,12.039396,28.115557,10.7313795,19.031824,7.7411985,19.942175,7.6966248,14.728934,6.506717,12.918461,5.778163,7.7475796,4.993586,10.659792,5.5820346,8.434464,4.7161684,0.45173463,0.305717,0.46347374,0.29711187,0.48747736,0.2971603,0.5234218,0.2927016,0.55751866,0.27878818,0.62195915,0.30989474,0.6316384,0.2829247,0.6182555,0.30210808,0.5446833,0.3090999,0.4912189,0.28855893,0.47278208,0.27824703,0.47479767,0.3007138,COPD,1
0.26674303,0.110369764,0.012181485,7.454131,74.00876,5477.296,3.5734842,105.719025,11176.512,0.25559607,2.3614652,5.5765176,264.4183775472897,138.0979024628091,19071.030664627535,847.1178252568719,216.42847976570883,46841.28685369584,230.59275793650792,319.917145745965,102346.98014224501,0.009734623015873016,0.014370364386397386,0.00020650737259783833,-0.0001469383,0.105114356,0.0110490285,0.00019685403,0.08520633,0.007260119,-340.14575,30.272715,132.55582,27.381208,69.06326,16.121675,50.460304,8.71757,30.696014,8.397583,24.595442,9.630941,17.195038,8.156744,15.108156,6.328553,12.02125,4.4293213,10.732657,3.4556837,8.827626,3.4633403,8.629898,3.8342695,6.7155633,4.0054097,0.66760796,0.21643688,0.66530937,0.23379308,0.66308665,0.23109113,0.687768,0.2539991,0.6643296,0.22515437,0.66448677,0.24393405,0.65741044,0.25918633,0.6209046,0.22480844,0.6126066,0.22711152,0.62603706,0.23230095,0.6442901,0.22108005,0.6954877,0.2486615,COPD,1
0.26756513,0.10836162,0.011742241,6.7321095,72.682526,5282.749,3.8556828,104.34258,10887.374,-0.048826545,2.1830032,4.765503,300.28499728396486,194.72541753367165,37917.988233662756,905.9241120948666,254.25843043197483,64647.34944573139,297.5570436507937,533.2349957599512,284339.56070311513,0.008234902033730158,0.0025254875662322307,6.378087447193595e-06,-0.0003461456,0.104855105,0.010994594,-0.00012246061,0.07520373,0.0056556016,-334.99518,38.424065,131.5171,21.390928,67.574936,14.528102,49.38499,6.8683276,31.68146,8.058733,26.563484,9.527383,18.212603,7.2961073,15.718701,5.180718,12.497418,4.129214,10.029183,3.6211965,7.3441863,3.3168828,8.398642,3.7253094,6.1963162,3.818315,0.538312,0.22855546,0.53227836,0.23278281,0.55907905,0.24067342,0.639721,0.26840368,0.6829874,0.22459458,0.69520575,0.23152108,0.6795894,0.2613214,0.6147867,0.23386207,0.582186,0.23647414,0.571599,0.24074769,0.5614519,0.2679875,0.5644086,0.29026595,COPD,1
0.27572414,0.085495785,0.0073095295,9.566758,108.07444,11680.084,6.87177,54.292088,2947.6309,0.22928488,2.6269495,6.900864,865.4204852461799,247.48877626055494,61250.69437494703,1685.0768534546678,231.74861350440833,53707.419861215625,2027.8397817460318,935.5295595684782,875215.5568263908,0.014679439484126984,0.018190901269106677,0.0003309088889823869,-0.0061146086,0.32286763,0.10424352,-0.0007391523,0.0698278,0.0048759216,-159.427,43.785446,89.305954,12.242474,28.428228,5.9603386,30.980242,5.964545,20.104046,4.917112,23.727144,4.7948356,11.758632,3.621525,13.501132,3.3565052,6.600237,3.0315707,10.373822,3.2982795,4.4691257,2.7715957,7.451229,3.0007522,2.0602014,2.7500274,0.63793933,0.21747406,0.6495543,0.19917335,0.7881302,0.2170833,0.77668804,0.20373632,0.6355737,0.15773961,0.63736826,0.18095717,0.6976675,0.20251691,0.7096712,0.19416407,0.72554845,0.20443411,0.73604417,0.20592119,0.6985398,0.20744592,0.6747469,0.22899295,COPD,1
0.27433705,0.089847215,0.008072522,5.492371,72.88543,5312.286,3.8843904,64.18126,4119.234,0.15527183,3.2564394,10.604398,887.4727321327285,272.0244727154164,73997.3137561003,1702.802137951592,208.3483818136314,43409.04820435873,2070.684523809524,1037.3505527361403,1076096.1692619757,0.01410977802579365,0.011327241236109379,0.00012830639402101673,-0.024787506,0.2450144,0.06003206,-0.0038307335,0.05028219,0.0025282989,-199.13777,51.29438,88.50574,10.707685,28.225906,5.9187293,30.292145,6.4276247,20.467424,4.6643777,24.071587,5.035698,12.336006,3.5009856,13.815362,3.3649986,7.3679686,3.8131313,10.361262,3.4880087,4.9254723,3.0077775,7.376242,3.4982014,1.8897406,4.0836587,0.6351675,0.24083,0.60888577,0.21197164,0.6765438,0.2127746,0.75744015,0.22078815,0.67707396,0.18301508,0.6577373,0.1900204,0.69861275,0.19786802,0.73575705,0.20366526,0.72398514,0.20685242,0.7259044,0.23424695,0.70375323,0.23851332,0.6547205,0.22947796,COPD,1
0.2630549,0.11889263,0.014135458,17.485912,217.99043,47519.83,4.441258,97.53666,9513.399,0.20684671,2.8081474,7.8856916,237.67644919261588,202.08979284079726,40840.284370436355,753.3569016185252,250.27655550373186,62638.35423481257,282.36607142857144,535.4855972695046,286744.82488307817,0.008060515873015874,0.01850666876590979,0.00034249678881110104,-0.00045298392,0.26398218,0.06968659,-0.00032819906,0.06477754,0.0041961293,-306.55414,53.492077,137.1905,36.35824,46.11552,11.492686,31.296886,12.825338,36.337605,10.497781,26.119617,7.381427,13.317566,10.213447,12.299519,9.498119,15.081942,5.6100206,12.528055,3.5679476,10.412688,3.5952408,11.471837,3.5426438,12.118714,4.0506277,0.7953214,0.19137579,0.7516598,0.17438804,0.7173754,0.17136692,0.72420555,0.18852001,0.7094713,0.19168866,0.69561803,0.19535941,0.7350001,0.21010469,0.7493078,0.21193573,0.7581298,0.20563817,0.760085,0.18246347,0.78311354,0.17252503,0.81735605,0.1912587,COPD,1
0.24798243,0.14777704,0.02183805,9.473992,122.19227,14930.951,1.9887886,104.18285,10854.067,-0.04609269,3.1552148,9.95538,236.5604097069131,204.89475207767242,41981.85942897085,777.2911920267412,276.1932494921354,76282.71106502497,265.87301587301585,549.730301611574,302203.4045099521,0.004088386656746032,0.0025996098401055126,6.757971320773409e-06,-0.0033577094,0.20272821,0.04109873,0.00062582863,0.044914268,0.0020172915,-339.058,53.121662,121.88579,27.460506,50.7814,10.851565,33.43156,11.704992,37.22984,10.040924,27.786474,6.964677,15.062626,8.263429,13.751866,7.9942856,15.618022,5.60058,13.462355,4.0397615,11.119701,4.1542954,12.043136,3.8368428,12.739518,4.3747797,0.7760795,0.18053362,0.74931514,0.17590097,0.72995937,0.17066711,0.7535087,0.17833155,0.7325806,0.15819572,0.7280788,0.18347575,0.7550578,0.20372063,0.74504584,0.20892546,0.7450028,0.19902018,0.75881034,0.18369527,0.78292173,0.18608157,0.8066052,0.19676146,COPD,1
0.2715907,0.09783575,0.009571834,5.2421846,53.33509,2844.6318,4.565309,84.210045,7091.3315,0.30523884,2.3525958,5.5347075,489.68291992489907,208.51689884518242,43479.29710401204,1251.4279924102625,238.27051973021108,56772.84057250491,541.7286706349206,574.531985125468,330087.001932211,0.013125465029761904,0.01852872630067425,0.00034331369832529775,-0.0014109054,0.11060679,0.012233862,0.0019526472,0.08577623,0.007357562,-268.06982,34.203583,111.0589,17.498447,47.56872,9.793531,40.356796,7.55258,25.60126,5.60039,28.10853,5.8055167,20.308384,4.7996893,20.299887,5.2219214,11.328657,3.6887877,10.730648,3.2117007,3.3647547,2.8999321,6.520109,3.3484466,2.1721559,3.3611116,0.6065259,0.22383796,0.6148057,0.2361923,0.6479467,0.24423192,0.71020484,0.25791183,0.6503358,0.24757709,0.6068657,0.23708133,0.60343844,0.2308292,0.61189336,0.23217918,0.6192601,0.23963508,0.6189215,0.24761479,0.5782149,0.23139158,0.5915777,0.21729925,COPD,1
